date,description,amount,gst_rate,vendor_state,business_state,amount_inclusive_gst,eligible_itc,category
2025-01-23,PINV-01-00271 Royal Insurance Brokers rent expense,46885.94,18,KA,KA,true,false,rent
2025-01-03,PINV-01-00272 Kuber Warehousing purchase expense,80890.02,18,GJ,KA,false,true,purchase
2024-11-04,PINV-11-00273 Pioneer Chemicals rent expense,5157.41,12,GJ,KA,true,false,rent
2024-12-20,PINV-12-00274 Insight Marketing LLP office expense expense,11707.99,5,MH,KA,true,true,office_expense
2024-11-15,PINV-11-00275 Crystal Print House rent expense,9837.25,18,TS,KA,true,false,rent
2024-10-07,PINV-10-00276 Insight Marketing LLP purchase expense,49245.15,0,MH,KA,false,true,purchase
2024-04-10,PINV-04-00277 Global Tech Tools office expense expense,67147.23,18,MH,KA,true,true,office_expense
2024-09-13,PINV-09-00278 Himalaya Foods Supply purchase expense,45565.5,18,GJ,KA,true,true,purchase
2025-02-05,PINV-02-00279 TruEdge Consulting purchase expense,60199.69,18,TN,KA,false,true,purchase
2024-11-13,PINV-11-00280 Eco Power Utilities food expense,47334.95,0,KA,KA,false,false,food
2024-06-11,PINV-06-00281 Royal Insurance Brokers marketing expense,16466.89,18,MH,KA,true,true,marketing
2024-12-19,PINV-12-00282 Omkar Repairs office expense expense,97150.15,18,TN,KA,true,true,office_expense
2024-06-12,PINV-06-00283 Bharat Transport Co utilities expense,8340.63,18,DL,KA,true,true,utilities
2024-06-09,PINV-06-00284 Omkar Repairs purchase expense,64422.26,18,DL,KA,true,true,purchase
2024-06-21,PINV-06-00285 Himalaya Foods Supply software expense,2248.73,18,GJ,KA,true,true,software
2024-05-19,PINV-05-00286 Royal Insurance Brokers rent expense,34247.03,18,KA,KA,true,false,rent
2025-02-16,PINV-02-00287 FirstFleet Logistics loan expense,35625.07,18,TN,KA,true,false,loan
2024-05-29,PINV-05-00288 Bharat Transport Co purchase expense,23077.85,18,TN,KA,true,true,purchase
2024-04-13,PINV-04-00289 Bharat Transport Co purchase expense,53070.19,18,KA,KA,true,true,purchase
2024-05-16,PINV-05-00290 FirstFleet Logistics purchase expense,48781.5,18,TS,KA,false,true,purchase
2024-11-05,PINV-11-00291 Crystal Print House software expense,56077.6,0,GJ,KA,false,true,software
2024-10-09,PINV-10-00292 Apex Packaging Works utilities expense,75720.41,18,TS,KA,true,true,utilities
2024-08-11,PINV-08-00293 Jai Stationers software expense,74551.75,0,MH,KA,false,true,software
2024-11-12,PINV-11-00294 Nexa Facility Services rent expense,26327.07,18,GJ,KA,false,false,rent
2024-05-16,PINV-05-00295 Kuber Warehousing purchase expense,61467.16,12,MH,KA,false,true,purchase
2024-09-06,PINV-09-00296 Pioneer Chemicals marketing expense,30506.73,12,KA,KA,false,true,marketing
2024-12-08,PINV-12-00297 Nexa Facility Services utilities expense,29227.65,5,TS,KA,true,true,utilities
2024-06-04,PINV-06-00298 Omkar Repairs office expense expense,41125.03,5,TN,KA,true,true,office_expense
2024-11-01,PINV-11-00299 Mohan Industrial Gases rent expense,66829.79,18,DL,KA,false,true,rent
2024-05-10,PINV-05-00300 TruEdge Consulting marketing expense,41836.79,18,GJ,KA,true,true,marketing
2024-08-17,PINV-08-00301 TruEdge Consulting purchase expense,9378.1,18,KA,KA,true,true,purchase
2025-02-22,PINV-02-00302 Global Tech Tools software expense,82902.25,0,GJ,KA,false,true,software
2024-09-03,PINV-09-00303 QuickFix Maintenance utilities expense,97684.94,18,DL,KA,true,true,utilities
2024-08-18,PINV-08-00304 Global Tech Tools purchase expense,40695.58,12,TN,KA,true,true,purchase
2025-01-06,PINV-01-00305 Eco Power Utilities rent expense,30849.14,5,GJ,KA,true,true,rent
2024-09-30,PINV-09-00306 FirstFleet Logistics software expense,15619.26,18,TS,KA,false,true,software
2025-03-20,PINV-03-00307 Insight Marketing LLP tax payment expense,10112.0,18,GJ,KA,true,false,tax_payment
2024-12-09,PINV-12-00308 Global Tech Tools utilities expense,13497.79,0,TS,KA,false,true,utilities
2024-11-06,PINV-11-00309 Himalaya Foods Supply purchase expense,56414.89,12,GJ,KA,true,true,purchase
2024-07-01,PINV-07-00310 Crystal Print House utilities expense,76557.45,12,TN,KA,true,true,utilities
2024-10-25,PINV-10-00311 Insight Marketing LLP marketing expense,72157.0,0,KA,KA,false,true,marketing
2024-07-03,PINV-07-00312 Crystal Print House purchase expense,32169.13,18,DL,KA,true,true,purchase
2024-05-13,PINV-05-00313 FirstFleet Logistics purchase expense,60549.93,0,GJ,KA,false,true,purchase
2024-12-27,PINV-12-00314 Nexa Facility Services purchase expense,50528.84,18,TS,KA,true,true,purchase
2025-02-23,PINV-02-00315 QuickFix Maintenance software expense,21453.43,18,TS,KA,true,true,software
2024-07-13,PINV-07-00316 Delta Office Systems office expense expense,59977.74,18,KA,KA,true,true,office_expense
2024-05-12,PINV-05-00317 Crystal Print House tax payment expense,2306.69,0,KA,KA,false,true,tax_payment
2024-08-02,PINV-08-00318 Delta Office Systems loan expense,9487.94,18,GJ,KA,false,false,loan
2024-10-30,PINV-10-00319 Bharat Transport Co loan expense,54022.57,0,DL,KA,false,true,loan
2025-03-17,PINV-03-00320 TruEdge Consulting rent expense,72786.37,18,DL,KA,true,false,rent
2025-02-20,PINV-02-00321 Omkar Repairs tax payment expense,35569.4,12,MH,KA,true,false,tax_payment
2024-11-11,PINV-11-00322 Kuber Warehousing purchase expense,71244.8,18,MH,KA,true,true,purchase
2025-01-11,PINV-01-00323 QuickFix Maintenance office expense expense,53091.42,18,MH,KA,true,true,office_expense
2024-11-26,PINV-11-00324 TruEdge Consulting loan expense,40414.06,18,KA,KA,false,false,loan
2025-01-08,PINV-01-00325 QuickFix Maintenance purchase expense,97921.64,18,MH,KA,true,true,purchase
2025-03-13,PINV-03-00326 TruEdge Consulting marketing expense,99097.98,18,TN,KA,true,true,marketing
2024-06-01,PINV-06-00327 Royal Insurance Brokers purchase expense,22619.75,12,TN,KA,true,true,purchase
2025-01-12,PINV-01-00328 Delta Office Systems marketing expense,68094.93,0,TS,KA,false,true,marketing
2025-01-07,PINV-01-00329 LightSpeed Internet loan expense,97361.23,18,DL,KA,true,false,loan
2025-03-09,PINV-03-00330 Jai Stationers purchase expense,22506.7,18,MH,KA,true,true,purchase
2024-06-23,PINV-06-00331 Delta Office Systems software expense,84439.73,0,TN,KA,false,true,software
2025-01-08,PINV-01-00332 LightSpeed Internet marketing expense,63887.93,12,TN,KA,true,true,marketing
2025-03-16,PINV-03-00333 LightSpeed Internet purchase expense,13123.29,18,DL,KA,true,true,purchase
2025-03-23,PINV-03-00334 Eco Power Utilities purchase expense,10873.88,0,DL,KA,false,true,purchase
2024-06-14,PINV-06-00335 Mohan Industrial Gases purchase expense,2369.85,18,KA,KA,true,true,purchase
2025-02-27,PINV-02-00336 QuickFix Maintenance loan expense,14318.11,18,TS,KA,false,false,loan
2024-05-28,PINV-05-00337 TruEdge Consulting utilities expense,13310.54,5,DL,KA,true,true,utilities
2024-12-14,PINV-12-00338 Crystal Print House purchase expense,77698.9,0,GJ,KA,false,true,purchase
2024-05-09,PINV-05-00339 Apex Packaging Works purchase expense,14226.22,5,KA,KA,true,true,purchase
2024-10-11,PINV-10-00340 Pioneer Chemicals food expense,61058.92,18,TN,KA,false,false,food
2024-08-04,PINV-08-00341 Himalaya Foods Supply office expense expense,86703.62,18,GJ,KA,true,true,office_expense
2024-05-17,PINV-05-00342 Crystal Print House purchase expense,11129.59,0,TN,KA,false,true,purchase
2024-11-02,PINV-11-00343 Insight Marketing LLP loan expense,43566.29,5,KA,KA,false,false,loan
2024-09-11,PINV-09-00344 Pioneer Chemicals purchase expense,63585.75,12,KA,KA,false,true,purchase
2024-06-10,PINV-06-00345 Royal Insurance Brokers loan expense,91163.85,18,MH,KA,true,false,loan
2025-01-29,PINV-01-00346 LightSpeed Internet loan expense,11152.35,18,TS,KA,true,false,loan
2024-04-24,PINV-04-00347 TruEdge Consulting travel expense,34991.18,5,DL,KA,true,true,travel
2024-11-09,PINV-11-00348 LightSpeed Internet loan expense,47157.36,18,TN,KA,true,false,loan
2024-05-23,PINV-05-00349 Apex Packaging Works travel expense,43103.37,0,TN,KA,false,true,travel
2024-08-13,PINV-08-00350 Pioneer Chemicals utilities expense,24147.47,18,KA,KA,true,true,utilities
2024-07-20,PINV-07-00351 Delta Office Systems utilities expense,22768.59,12,MH,KA,true,true,utilities
2024-11-13,PINV-11-00352 Jai Stationers tax payment expense,51179.85,18,MH,KA,true,false,tax_payment
2024-10-14,PINV-10-00353 Bharat Transport Co purchase expense,24098.7,5,TS,KA,true,true,purchase
2024-12-27,PINV-12-00354 Mohan Industrial Gases rent expense,19802.14,18,KA,KA,true,false,rent
2024-11-16,PINV-11-00355 Nexa Facility Services travel expense,38517.78,0,TS,KA,false,true,travel
2024-07-15,PINV-07-00356 Eco Power Utilities travel expense,71159.16,0,DL,KA,false,true,travel
2024-07-16,PINV-07-00357 Royal Insurance Brokers rent expense,42706.89,18,MH,KA,true,false,rent
2024-12-27,PINV-12-00358 Nexa Facility Services food expense,61476.31,18,KA,KA,true,false,food
2024-08-13,PINV-08-00359 QuickFix Maintenance marketing expense,40315.42,18,MH,KA,true,true,marketing
2024-04-30,PINV-04-00360 Kuber Warehousing loan expense,27096.99,18,GJ,KA,true,false,loan
2025-02-04,PINV-02-00361 Eco Power Utilities travel expense,63396.67,18,DL,KA,false,true,travel
2025-01-31,PINV-01-00362 Omkar Repairs travel expense,2173.18,12,TS,KA,true,true,travel
2024-09-12,PINV-09-00363 Nexa Facility Services travel expense,43116.06,18,TN,KA,false,true,travel
2025-03-30,PINV-03-00364 Kuber Warehousing software expense,76098.87,5,KA,KA,true,true,software
2024-08-02,PINV-08-00365 QuickFix Maintenance purchase expense,41160.61,18,TS,KA,false,true,purchase
2024-06-06,PINV-06-00366 Omkar Repairs food expense,63395.6,5,TN,KA,true,false,food
2024-05-23,PINV-05-00367 Delta Office Systems loan expense,83502.8,18,GJ,KA,true,false,loan
2024-06-01,PINV-06-00368 Pioneer Chemicals purchase expense,69842.73,5,GJ,KA,true,true,purchase
2024-10-08,PINV-10-00369 Delta Office Systems purchase expense,41379.8,18,KA,KA,true,true,purchase
2024-10-09,PINV-10-00370 FirstFleet Logistics rent expense,95885.22,18,MH,KA,true,false,rent
2024-07-05,PINV-07-00371 Apex Packaging Works marketing expense,84572.77,18,GJ,KA,false,true,marketing
2024-04-08,PINV-04-00372 Delta Office Systems rent expense,19648.7,18,KA,KA,true,false,rent
2024-05-02,PINV-05-00373 Nexa Facility Services utilities expense,38958.35,18,KA,KA,false,true,utilities
2024-07-20,PINV-07-00374 Crystal Print House software expense,79315.4,5,DL,KA,true,true,software
2025-03-17,PINV-03-00375 Apex Packaging Works rent expense,19954.19,12,MH,KA,true,true,rent
2024-08-08,PINV-08-00376 Insight Marketing LLP software expense,10680.5,5,MH,KA,false,true,software
2025-01-14,PINV-01-00377 Insight Marketing LLP loan expense,25312.9,18,GJ,KA,true,false,loan
2024-04-17,PINV-04-00378 Mohan Industrial Gases loan expense,6300.54,12,GJ,KA,false,false,loan
2025-01-07,PINV-01-00379 Kuber Warehousing purchase expense,74408.22,18,TN,KA,true,true,purchase
2025-03-25,PINV-03-00380 FirstFleet Logistics rent expense,54904.15,18,KA,KA,true,true,rent
2024-10-16,PINV-10-00381 Himalaya Foods Supply software expense,82899.99,0,TN,KA,false,true,software
2024-05-01,PINV-05-00382 Eco Power Utilities tax payment expense,46167.19,18,TN,KA,true,true,tax_payment
2024-06-25,PINV-06-00383 Royal Insurance Brokers office expense expense,20622.87,12,GJ,KA,true,true,office_expense
2025-02-15,PINV-02-00384 SmartCloud Software software expense,1247.81,18,TN,KA,false,true,software
2024-09-02,PINV-09-00385 Apex Packaging Works software expense,37349.25,18,KA,KA,true,true,software
2024-06-26,PINV-06-00386 Bharat Transport Co utilities expense,92623.24,18,MH,KA,true,true,utilities
2025-01-30,PINV-01-00387 Bharat Transport Co purchase expense,90818.84,18,DL,KA,true,true,purchase
2024-07-31,PINV-07-00388 TruEdge Consulting purchase expense,55069.27,12,MH,KA,true,true,purchase
2024-06-28,PINV-06-00389 FirstFleet Logistics software expense,19411.45,5,MH,KA,true,true,software
2024-08-04,PINV-08-00390 LightSpeed Internet purchase expense,34189.34,5,DL,KA,true,true,purchase
2024-09-24,PINV-09-00391 Bharat Transport Co purchase expense,23787.72,18,DL,KA,true,true,purchase
2025-03-16,PINV-03-00392 Bharat Transport Co purchase expense,51282.57,18,GJ,KA,true,true,purchase
2024-08-24,PINV-08-00393 Global Tech Tools office expense expense,21781.55,18,DL,KA,false,true,office_expense
2024-08-05,PINV-08-00394 Mohan Industrial Gases marketing expense,12283.61,18,KA,KA,false,true,marketing
2024-09-25,PINV-09-00395 SmartCloud Software food expense,65207.01,18,DL,KA,true,true,food
2024-08-17,PINV-08-00396 Crystal Print House purchase expense,45353.23,18,GJ,KA,true,true,purchase
2024-10-19,PINV-10-00397 Kuber Warehousing marketing expense,52719.24,18,KA,KA,false,true,marketing
2024-06-13,PINV-06-00398 Himalaya Foods Supply rent expense,8857.41,18,DL,KA,true,false,rent
2024-06-21,PINV-06-00399 Crystal Print House marketing expense,51085.94,12,TS,KA,false,true,marketing
2024-05-18,PINV-05-00400 SmartCloud Software purchase expense,53334.84,18,GJ,KA,false,true,purchase
2024-06-07,PINV-06-00401 FirstFleet Logistics software expense,20396.9,0,MH,KA,false,true,software
2024-10-23,PINV-10-00402 Eco Power Utilities rent expense,28517.09,18,GJ,KA,true,false,rent
2025-02-17,PINV-02-00403 Mohan Industrial Gases purchase expense,77098.18,0,GJ,KA,false,true,purchase
2024-11-04,PINV-11-00404 Delta Office Systems travel expense,4031.45,18,MH,KA,true,true,travel
2025-03-04,PINV-03-00405 Royal Insurance Brokers marketing expense,14242.5,12,MH,KA,true,true,marketing
2025-03-28,PINV-03-00406 Delta Office Systems purchase expense,86462.16,18,DL,KA,true,true,purchase
2024-05-19,PINV-05-00407 Insight Marketing LLP purchase expense,11340.74,18,DL,KA,true,true,purchase
2024-07-31,PINV-07-00408 Bharat Transport Co utilities expense,92124.8,18,MH,KA,true,true,utilities
2024-08-12,PINV-08-00409 Omkar Repairs office expense expense,59225.14,0,MH,KA,false,true,office_expense
2024-06-18,PINV-06-00410 Crystal Print House utilities expense,73292.0,5,TS,KA,true,true,utilities
2024-09-12,PINV-09-00411 Royal Insurance Brokers loan expense,62872.93,18,GJ,KA,false,false,loan
2024-12-04,PINV-12-00412 Pioneer Chemicals purchase expense,39209.84,18,MH,KA,true,true,purchase
2024-07-30,PINV-07-00413 FirstFleet Logistics utilities expense,43935.96,18,GJ,KA,true,true,utilities
2024-04-30,PINV-04-00414 FirstFleet Logistics software expense,56969.92,18,DL,KA,false,true,software
2024-04-30,PINV-04-00415 QuickFix Maintenance purchase expense,78979.42,18,GJ,KA,true,true,purchase
2024-07-08,PINV-07-00416 Royal Insurance Brokers purchase expense,70582.46,18,TN,KA,true,true,purchase
2024-06-09,PINV-06-00417 Mohan Industrial Gases loan expense,43763.31,0,GJ,KA,false,false,loan
2024-06-26,PINV-06-00418 LightSpeed Internet purchase expense,66575.69,5,TS,KA,false,true,purchase
2024-10-09,PINV-10-00419 Crystal Print House loan expense,53476.23,12,KA,KA,true,true,loan
2024-05-25,PINV-05-00420 Royal Insurance Brokers purchase expense,67044.15,18,MH,KA,true,true,purchase
2024-09-01,PINV-09-00421 Omkar Repairs purchase expense,59656.93,18,MH,KA,true,true,purchase
2025-02-25,PINV-02-00422 Apex Packaging Works purchase expense,79822.99,18,DL,KA,true,true,purchase
2024-05-15,PINV-05-00423 Jai Stationers utilities expense,2267.02,5,TS,KA,true,true,utilities
2025-03-02,PINV-03-00424 Nexa Facility Services software expense,45259.59,18,TN,KA,true,true,software
2024-04-01,PINV-04-00425 Insight Marketing LLP marketing expense,83295.04,18,GJ,KA,true,true,marketing
2024-10-02,PINV-10-00426 Nexa Facility Services purchase expense,71252.93,0,KA,KA,false,true,purchase
2024-07-28,PINV-07-00427 TruEdge Consulting purchase expense,9762.03,18,DL,KA,true,true,purchase
2024-07-12,PINV-07-00428 Royal Insurance Brokers office expense expense,26162.23,0,KA,KA,false,true,office_expense
2025-01-29,PINV-01-00429 Himalaya Foods Supply software expense,5119.9,0,GJ,KA,false,true,software
2024-06-13,PINV-06-00430 Omkar Repairs utilities expense,34717.84,0,TS,KA,false,true,utilities
2024-11-01,PINV-11-00431 Bharat Transport Co travel expense,14251.05,18,TS,KA,true,true,travel
2024-12-26,PINV-12-00432 LightSpeed Internet purchase expense,23988.17,18,DL,KA,true,true,purchase
2024-11-03,PINV-11-00433 Crystal Print House travel expense,15913.69,18,KA,KA,true,true,travel
2024-07-15,PINV-07-00434 Global Tech Tools loan expense,55076.2,0,TS,KA,false,false,loan
2024-05-18,PINV-05-00435 Nexa Facility Services purchase expense,72159.21,18,DL,KA,true,true,purchase
2024-08-26,PINV-08-00436 Delta Office Systems marketing expense,16981.8,5,TN,KA,true,true,marketing
2024-12-24,PINV-12-00437 LightSpeed Internet travel expense,92249.5,18,TS,KA,true,true,travel
2024-07-16,PINV-07-00438 Insight Marketing LLP office expense expense,82878.02,5,TN,KA,false,true,office_expense
2024-05-06,PINV-05-00439 Pioneer Chemicals purchase expense,49360.45,12,KA,KA,true,true,purchase
2024-12-10,PINV-12-00440 TruEdge Consulting office expense expense,27637.62,5,MH,KA,true,true,office_expense
2024-08-25,PINV-08-00441 Royal Insurance Brokers purchase expense,73753.49,12,TN,KA,true,true,purchase
2024-06-26,PINV-06-00442 Himalaya Foods Supply purchase expense,34565.98,18,TN,KA,true,true,purchase
2025-01-19,PINV-01-00443 Insight Marketing LLP travel expense,2482.0,18,DL,KA,true,true,travel
2024-12-31,PINV-12-00444 LightSpeed Internet food expense,72774.53,12,DL,KA,true,false,food
2025-03-19,PINV-03-00445 Omkar Repairs purchase expense,73991.14,18,TS,KA,true,true,purchase
2024-04-07,PINV-04-00446 Apex Packaging Works office expense expense,78198.19,5,DL,KA,true,true,office_expense
2024-12-03,PINV-12-00447 Insight Marketing LLP purchase expense,27485.44,12,GJ,KA,true,true,purchase
2025-02-03,PINV-02-00448 Apex Packaging Works tax payment expense,66648.85,0,TS,KA,false,false,tax_payment
2024-11-05,PINV-11-00449 Bharat Transport Co purchase expense,64216.34,18,DL,KA,true,true,purchase
2024-07-23,PINV-07-00450 Omkar Repairs utilities expense,27316.1,18,KA,KA,true,true,utilities
2024-10-20,PINV-10-00451 Mohan Industrial Gases purchase expense,71863.62,18,DL,KA,false,true,purchase
2024-10-30,PINV-10-00452 Insight Marketing LLP marketing expense,12209.11,18,MH,KA,false,true,marketing
2024-10-24,PINV-10-00453 Royal Insurance Brokers rent expense,78757.97,18,TS,KA,true,false,rent
2024-05-15,PINV-05-00454 QuickFix Maintenance software expense,61629.31,18,KA,KA,true,true,software
2024-06-16,PINV-06-00455 Omkar Repairs travel expense,58458.69,18,GJ,KA,true,true,travel
2024-09-05,PINV-09-00456 Kuber Warehousing purchase expense,84602.92,18,KA,KA,true,true,purchase
2024-08-27,PINV-08-00457 Himalaya Foods Supply software expense,43778.37,18,KA,KA,true,true,software
2024-07-26,PINV-07-00458 Himalaya Foods Supply travel expense,59969.19,18,KA,KA,true,true,travel
2024-10-20,PINV-10-00459 Pioneer Chemicals office expense expense,3616.48,18,TS,KA,true,true,office_expense
2024-06-01,PINV-06-00460 Royal Insurance Brokers rent expense,17398.25,5,GJ,KA,true,true,rent
2025-02-23,PINV-02-00461 Insight Marketing LLP loan expense,77665.19,18,TN,KA,true,false,loan
2024-09-16,PINV-09-00462 Global Tech Tools utilities expense,51295.2,12,TN,KA,false,true,utilities
2024-11-28,PINV-11-00463 Global Tech Tools utilities expense,61070.09,5,GJ,KA,true,true,utilities
2025-03-22,PINV-03-00464 TruEdge Consulting marketing expense,49036.35,18,TS,KA,true,true,marketing
2024-09-09,PINV-09-00465 Kuber Warehousing marketing expense,64385.39,18,MH,KA,true,true,marketing
2024-05-31,PINV-05-00466 Omkar Repairs purchase expense,56893.33,18,KA,KA,true,true,purchase
2025-01-05,PINV-01-00467 Mohan Industrial Gases office expense expense,41675.13,18,KA,KA,true,true,office_expense
2024-05-06,PINV-05-00468 Mohan Industrial Gases loan expense,81828.78,18,MH,KA,false,false,loan
2025-01-23,PINV-01-00469 SmartCloud Software purchase expense,84409.88,18,GJ,KA,true,true,purchase
2024-12-31,PINV-12-00470 FirstFleet Logistics utilities expense,42816.71,18,MH,KA,true,true,utilities
2024-07-29,PINV-07-00471 Omkar Repairs purchase expense,92592.48,18,DL,KA,true,true,purchase
2025-02-07,PINV-02-00472 Insight Marketing LLP purchase expense,17013.47,18,TS,KA,true,true,purchase
2025-01-28,PINV-01-00473 Royal Insurance Brokers office expense expense,97578.33,18,MH,KA,true,true,office_expense
2024-09-15,PINV-09-00474 Jai Stationers office expense expense,69876.26,18,DL,KA,true,true,office_expense
2025-01-15,PINV-01-00475 TruEdge Consulting rent expense,99695.22,18,DL,KA,true,false,rent
2025-01-01,PINV-01-00476 Omkar Repairs purchase expense,94846.55,12,DL,KA,true,true,purchase
2024-07-28,PINV-07-00477 Royal Insurance Brokers marketing expense,24491.04,18,KA,KA,false,true,marketing
2025-03-24,PINV-03-00478 Eco Power Utilities loan expense,82701.22,18,KA,KA,true,false,loan
2024-10-30,PINV-10-00479 Pioneer Chemicals utilities expense,39621.28,18,TS,KA,true,true,utilities
2024-08-17,PINV-08-00480 Himalaya Foods Supply office expense expense,61899.88,12,KA,KA,true,true,office_expense
2024-05-23,PINV-05-00481 Mohan Industrial Gases office expense expense,65927.02,12,TS,KA,false,true,office_expense
2024-06-12,PINV-06-00482 QuickFix Maintenance purchase expense,79928.62,0,KA,KA,false,true,purchase
2024-11-30,PINV-11-00483 Bharat Transport Co rent expense,42182.54,18,KA,KA,true,false,rent
2024-07-14,PINV-07-00484 Apex Packaging Works utilities expense,44573.32,18,KA,KA,false,true,utilities
2024-11-19,PINV-11-00485 FirstFleet Logistics software expense,60809.52,18,MH,KA,true,true,software
2025-02-28,PINV-02-00486 Jai Stationers tax payment expense,28539.66,18,KA,KA,false,false,tax_payment
2024-11-21,PINV-11-00487 Eco Power Utilities utilities expense,82145.84,18,MH,KA,false,true,utilities
2025-02-23,PINV-02-00488 Omkar Repairs office expense expense,36307.87,0,GJ,KA,false,true,office_expense
2025-03-17,PINV-03-00489 Delta Office Systems food expense,39474.32,18,TN,KA,true,false,food
2024-10-18,PINV-10-00490 Eco Power Utilities purchase expense,12384.69,0,GJ,KA,false,true,purchase
2024-06-01,PINV-06-00491 Omkar Repairs purchase expense,15884.3,18,MH,KA,false,true,purchase
2025-03-11,PINV-03-00492 Insight Marketing LLP purchase expense,71922.01,5,TS,KA,true,true,purchase
2024-07-04,PINV-07-00493 Insight Marketing LLP purchase expense,82631.43,18,KA,KA,true,true,purchase
2024-05-12,PINV-05-00494 FirstFleet Logistics purchase expense,69120.44,18,MH,KA,false,true,purchase
2024-08-31,PINV-08-00495 FirstFleet Logistics office expense expense,39620.53,12,KA,KA,true,true,office_expense
2024-06-19,PINV-06-00496 Himalaya Foods Supply travel expense,16505.2,5,GJ,KA,false,true,travel
2024-11-18,PINV-11-00497 Mohan Industrial Gases tax payment expense,7230.26,18,TN,KA,true,false,tax_payment
2024-04-01,PINV-04-00498 Eco Power Utilities marketing expense,36580.6,12,TS,KA,true,true,marketing
2024-09-05,PINV-09-00499 Bharat Transport Co software expense,68493.01,5,KA,KA,true,true,software
2025-03-25,PINV-03-00500 Royal Insurance Brokers tax payment expense,78435.21,18,MH,KA,true,false,tax_payment
2024-10-22,PINV-10-00501 Insight Marketing LLP marketing expense,55484.22,18,TS,KA,true,true,marketing
2025-01-17,PINV-01-00502 Omkar Repairs rent expense,32158.96,5,MH,KA,false,false,rent
2024-07-11,PINV-07-00503 Eco Power Utilities purchase expense,34990.85,0,GJ,KA,false,true,purchase
2024-12-27,PINV-12-00504 Nexa Facility Services purchase expense,32443.42,0,TN,KA,false,true,purchase
2025-03-08,PINV-03-00505 FirstFleet Logistics purchase expense,22700.76,0,TN,KA,false,true,purchase
2024-07-04,PINV-07-00506 FirstFleet Logistics rent expense,14153.33,18,TN,KA,true,false,rent
2025-01-17,PINV-01-00507 SmartCloud Software software expense,31594.78,5,GJ,KA,true,true,software
2025-02-02,PINV-02-00508 Eco Power Utilities utilities expense,79645.66,18,MH,KA,true,true,utilities
2024-07-20,PINV-07-00509 Kuber Warehousing loan expense,86966.61,18,TS,KA,true,false,loan
2024-12-10,PINV-12-00510 Omkar Repairs office expense expense,74644.5,12,KA,KA,true,true,office_expense
2024-08-05,PINV-08-00511 Insight Marketing LLP utilities expense,80602.77,0,GJ,KA,false,true,utilities
2024-08-05,PINV-08-00512 Delta Office Systems purchase expense,63717.79,18,GJ,KA,false,true,purchase
2024-05-14,PINV-05-00513 Eco Power Utilities rent expense,3657.93,18,KA,KA,false,false,rent
2025-03-01,PINV-03-00514 Omkar Repairs rent expense,52899.55,0,DL,KA,false,false,rent
2025-02-28,PINV-02-00515 Himalaya Foods Supply marketing expense,73709.02,18,MH,KA,true,true,marketing
2024-09-01,PINV-09-00516 Delta Office Systems purchase expense,58265.58,18,TS,KA,true,true,purchase
2025-01-04,PINV-01-00517 Pioneer Chemicals purchase expense,54827.82,18,TS,KA,true,true,purchase
2024-10-14,PINV-10-00518 Jai Stationers purchase expense,94349.32,18,KA,KA,true,true,purchase
2024-09-16,PINV-09-00519 TruEdge Consulting rent expense,6915.06,18,MH,KA,true,false,rent
2024-04-16,PINV-04-00520 SmartCloud Software rent expense,37075.38,18,DL,KA,false,false,rent
2025-01-12,PINV-01-00521 TruEdge Consulting software expense,48830.67,18,GJ,KA,false,true,software
2024-04-18,PINV-04-00522 LightSpeed Internet software expense,1561.5,0,DL,KA,false,true,software
2024-08-04,PINV-08-00523 Apex Packaging Works travel expense,11354.24,18,GJ,KA,true,true,travel
2024-09-18,PINV-09-00524 Pioneer Chemicals purchase expense,91929.66,18,DL,KA,true,true,purchase
2024-04-04,PINV-04-00525 Jai Stationers purchase expense,49943.57,18,MH,KA,true,true,purchase
2024-09-10,PINV-09-00526 Himalaya Foods Supply rent expense,49094.09,18,KA,KA,true,true,rent
2024-04-07,PINV-04-00527 Bharat Transport Co utilities expense,64935.48,18,DL,KA,true,true,utilities
2024-05-02,PINV-05-00528 Himalaya Foods Supply software expense,76745.35,18,KA,KA,true,true,software
2024-06-15,PINV-06-00529 Kuber Warehousing tax payment expense,59147.31,18,GJ,KA,true,false,tax_payment
2024-12-04,PINV-12-00530 Global Tech Tools purchase expense,26195.02,0,DL,KA,false,true,purchase
2024-09-06,PINV-09-00531 Insight Marketing LLP marketing expense,58496.08,12,TN,KA,true,true,marketing
2024-11-07,PINV-11-00532 Apex Packaging Works travel expense,42550.04,18,MH,KA,true,true,travel
2024-09-09,PINV-09-00533 Crystal Print House rent expense,69826.74,18,GJ,KA,true,false,rent
2024-05-07,PINV-05-00534 Pioneer Chemicals office expense expense,58859.53,18,DL,KA,false,true,office_expense
2024-05-16,PINV-05-00535 Pioneer Chemicals food expense,17876.1,18,DL,KA,true,false,food
2024-09-28,PINV-09-00536 Mohan Industrial Gases purchase expense,58128.62,12,DL,KA,true,true,purchase
2024-12-17,PINV-12-00537 Apex Packaging Works software expense,9233.15,18,KA,KA,true,true,software
2024-09-12,PINV-09-00538 Omkar Repairs purchase expense,62640.48,18,MH,KA,true,true,purchase
2025-02-03,PINV-02-00539 Delta Office Systems rent expense,42420.96,0,KA,KA,false,false,rent
2025-01-26,PINV-01-00540 Himalaya Foods Supply marketing expense,72298.47,18,DL,KA,true,true,marketing
