date,description,debit,credit,gst_rate,vendor_state,business_state,eligible_itc,category
2024-12-07,UPI DR Jai Stationers tax payment payment 00546,23449.91,,0,MH,KA,false,tax_payment
2024-06-16,UPI DR SmartCloud Software purchase payment 00954,88834.95,,0,TN,KA,true,purchase
2024-07-17,SELF TRANSFER TO CASH MANAGEMENT 0180,27110.55,,0,KA,KA,false,transfer
2024-06-11,NEFT CR Bluecart Traders invoice receipt 00522,,102144.47,18,TN,KA,false,sales
2025-02-13,NEFT CR Kite Logistics invoice receipt 00587,,99226.99,18,GJ,KA,false,sales
2024-06-11,SAVINGS INTEREST CREDIT 0238,,794.88,0,KA,KA,false,interest
2024-10-14,NEFT CR Kite Logistics invoice receipt 01291,,94866.29,18,TS,KA,false,sales
2024-04-05,UPI DR Omkar Repairs tax payment payment 00708,54190.57,,0,DL,KA,false,tax_payment
2024-05-30,UPI DR TruEdge Consulting purchase payment 00339,30896.06,,18,DL,KA,true,purchase
2024-08-10,NEFT CR Horizon Pharma invoice receipt 00382,,111685.5,18,TN,KA,false,sales
2024-07-21,UPI DR Apex Packaging Works purchase payment 00302,37902.14,,18,TS,KA,true,purchase
2024-08-20,NEFT CR Acme Retail Pvt Ltd invoice receipt 00768,,116047.19,18,TN,KA,false,sales
2024-04-26,UPI DR Mohan Industrial Gases rent payment 00555,70603.18,,18,MH,KA,false,rent
2025-02-25,NEFT CR Evergreen Stores invoice receipt 00479,,42144.58,18,MH,KA,false,sales
2024-07-30,NEFT CR Indus Office Supplies invoice receipt 00190,,65453.26,18,DL,KA,false,sales
2024-04-21,NEFT CR QuickShop Chain invoice receipt 00503,,93493.6,18,TN,KA,false,sales
2024-10-14,UPI DR TruEdge Consulting loan payment 00311,88448.21,,0,TS,KA,false,loan
2024-08-27,UPI DR Mohan Industrial Gases purchase payment 00372,32127.75,,18,KA,KA,true,purchase
2024-12-03,UPI DR Omkar Repairs utilities payment 01187,47520.11,,18,GJ,KA,true,utilities
2024-09-04,NEFT CR Prime Hardware invoice receipt 00976,,64873.05,0,GJ,KA,false,sales
2024-04-23,NEFT CR Bluecart Traders invoice receipt 00504,,56453.67,18,KA,KA,false,sales
2024-12-09,SAVINGS INTEREST CREDIT 0068,,637.09,0,KA,KA,false,interest
2024-11-27,UPI DR Royal Insurance Brokers tax payment payment 00237,74189.34,,0,MH,KA,false,tax_payment
2024-11-08,NEFT CR Orbit Fashion House invoice receipt 01120,,37377.7,18,MH,KA,false,sales
2024-06-19,UPI DR Jai Stationers utilities payment 00646,80210.66,,18,GJ,KA,true,utilities
2025-01-22,UPI DR Pioneer Chemicals marketing payment 00655,80571.57,,18,DL,KA,true,marketing
2025-03-27,NEFT CR Jupiter Foods invoice receipt 00557,,139427.23,0,MH,KA,false,sales
2024-06-12,UPI DR Nexa Facility Services utilities payment 00379,82794.3,,0,KA,KA,true,utilities
2024-09-22,SAVINGS INTEREST CREDIT 0131,,283.1,0,KA,KA,false,interest
2024-07-20,NEFT CR Fresh Basket Mart invoice receipt 01115,,133908.99,18,KA,KA,false,sales
2024-11-22,SELF TRANSFER TO CASH MANAGEMENT 0221,10684.86,,0,KA,KA,false,transfer
2024-06-29,UPI DR SmartCloud Software marketing payment 00687,40413.92,,18,MH,KA,true,marketing
2024-10-17,SELF TRANSFER TO CASH MANAGEMENT 0079,11144.82,,0,KA,KA,false,transfer
2025-03-06,NEFT CR Jupiter Foods invoice receipt 00008,,105476.3,18,MH,KA,false,sales
2024-08-09,NEFT CR QuickShop Chain invoice receipt 00377,,126689.48,18,MH,KA,false,sales
2024-10-14,NEFT CR Fresh Basket Mart invoice receipt 00629,,47377.53,0,DL,KA,false,sales
2024-10-03,UPI DR Omkar Repairs marketing payment 00946,69106.07,,18,TN,KA,true,marketing
2024-05-22,UPI DR Nexa Facility Services tax payment payment 00062,48252.83,,0,TS,KA,false,tax_payment
2024-09-29,NEFT CR Growthline Agencies invoice receipt 00761,,70419.56,18,MH,KA,false,sales
2024-11-10,NEFT CR Riverfront Wholesale invoice receipt 00525,,74651.95,18,KA,KA,false,sales
2024-12-06,NEFT CR Trinity Healthcare invoice receipt 01298,,104061.54,0,KA,KA,false,sales
2024-07-22,NEFT CR Growthline Agencies invoice receipt 01318,,89290.82,18,MH,KA,false,sales
2025-03-18,SELF TRANSFER TO CASH MANAGEMENT 0183,6671.48,,0,KA,KA,false,transfer
2024-10-04,NEFT CR Trinity Healthcare invoice receipt 00659,,46702.37,18,GJ,KA,false,sales
2025-03-06,NEFT CR Trinity Healthcare invoice receipt 01354,,43877.66,0,MH,KA,false,sales
2024-11-13,NEFT CR Horizon Pharma invoice receipt 01133,,139687.56,18,MH,KA,false,sales
2024-07-05,NEFT CR Fresh Basket Mart invoice receipt 00499,,107307.15,18,TN,KA,false,sales
2024-08-29,UPI DR Bharat Transport Co purchase payment 00393,65651.59,,0,GJ,KA,true,purchase
2024-09-29,NEFT CR Kite Logistics invoice receipt 01003,,40816.5,18,TN,KA,false,sales
2025-02-08,SAVINGS INTEREST CREDIT 0119,,1499.41,0,KA,KA,false,interest
2024-11-19,UPI DR Global Tech Tools food payment 00155,25162.3,,18,TS,KA,false,food
2024-12-22,NEFT CR Prime Hardware invoice receipt 01201,,90865.03,0,KA,KA,false,sales
2024-11-16,NEFT CR Evergreen Stores invoice receipt 01257,,79628.07,18,DL,KA,false,sales
2024-05-01,NEFT CR Trinity Healthcare invoice receipt 01156,,137858.7,18,TS,KA,false,sales
2024-07-08,UPI DR Delta Office Systems office expense payment 00926,1063.42,,0,TN,KA,true,office_expense
2025-02-04,SAVINGS INTEREST CREDIT 0241,,1336.73,0,KA,KA,false,interest
2024-10-13,NEFT CR Fresh Basket Mart invoice receipt 00102,,25447.48,18,GJ,KA,false,sales
2025-03-18,UPI DR Omkar Repairs software payment 00818,50126.71,,0,MH,KA,true,software
2024-10-28,NEFT CR Lotus Enterprises invoice receipt 00518,,61527.09,18,MH,KA,false,sales
2024-09-19,NEFT CR Acme Retail Pvt Ltd invoice receipt 00710,,40015.9,18,TN,KA,false,sales
2024-06-16,UPI DR Apex Packaging Works purchase payment 00218,8245.09,,0,TS,KA,true,purchase
2024-05-11,NEFT CR DigiServe Solutions invoice receipt 00961,,138501.68,0,GJ,KA,false,sales
2024-09-19,NEFT CR Nova Wellness invoice receipt 01065,,27279.6,18,MH,KA,false,sales
2024-08-22,NEFT CR Acme Retail Pvt Ltd invoice receipt 00227,,121694.49,18,TN,KA,false,sales
2025-03-15,NEFT CR Kite Logistics invoice receipt 00192,,124809.25,0,KA,KA,false,sales
2025-01-08,UPI DR Jai Stationers purchase payment 00402,61155.96,,18,MH,KA,true,purchase
2024-12-06,SELF TRANSFER TO CASH MANAGEMENT 0070,17248.05,,0,KA,KA,false,transfer
2024-06-27,NEFT CR Horizon Pharma invoice receipt 00667,,45603.5,18,TS,KA,false,sales
2024-12-27,NEFT CR DigiServe Solutions invoice receipt 00400,,117919.04,18,MH,KA,false,sales
2024-12-13,UPI DR Global Tech Tools loan payment 00453,3790.72,,0,KA,KA,false,loan
2024-08-10,UPI DR Himalaya Foods Supply purchase payment 00874,54994.06,,18,TS,KA,true,purchase
2024-05-19,UPI DR Crystal Print House loan payment 00492,72946.32,,0,TS,KA,true,loan
2024-09-24,SAVINGS INTEREST CREDIT 0205,,1283.05,0,KA,KA,false,interest
2024-12-04,SAVINGS INTEREST CREDIT 0111,,1023.27,0,KA,KA,false,interest
2025-01-12,NEFT CR Growthline Agencies invoice receipt 00466,,115674.9,0,TN,KA,false,sales
2024-07-26,NEFT CR Evergreen Stores invoice receipt 01208,,19584.55,18,GJ,KA,false,sales
2024-07-28,UPI DR Pioneer Chemicals office expense payment 00101,34220.28,,18,GJ,KA,true,office_expense
2025-01-14,UPI DR QuickFix Maintenance purchase payment 01117,33665.37,,18,MH,KA,true,purchase
2024-06-30,UPI DR LightSpeed Internet office expense payment 00756,51172.15,,18,TN,KA,true,office_expense
2025-02-02,NEFT CR Growthline Agencies invoice receipt 00996,,111412.68,18,MH,KA,false,sales
2025-03-13,NEFT CR CityMed Distributors invoice receipt 00169,,140538.17,18,DL,KA,false,sales
2024-12-03,NEFT CR Sunrise Superstore invoice receipt 00066,,90252.54,18,TS,KA,false,sales
2025-03-30,NEFT CR Growthline Agencies invoice receipt 00713,,132877.4,0,MH,KA,false,sales
2024-05-03,UPI DR Bharat Transport Co utilities payment 00471,58430.31,,18,MH,KA,true,utilities
2025-01-11,UPI DR Nexa Facility Services office expense payment 00853,50312.87,,0,GJ,KA,true,office_expense
2025-03-22,UPI DR Delta Office Systems purchase payment 00175,75739.79,,18,TS,KA,true,purchase
2024-09-05,UPI DR FirstFleet Logistics food payment 01052,82628.03,,18,GJ,KA,false,food
2024-05-04,UPI DR SmartCloud Software marketing payment 01122,12388.4,,18,KA,KA,true,marketing
2024-07-21,UPI DR SmartCloud Software software payment 00227,79907.48,,0,TN,KA,true,software
2024-06-01,UPI DR SmartCloud Software marketing payment 01219,82431.73,,18,MH,KA,true,marketing
2024-05-27,SELF TRANSFER TO CASH MANAGEMENT 0193,6192.84,,0,KA,KA,false,transfer
2025-01-19,UPI DR Pioneer Chemicals travel payment 00958,41375.87,,18,GJ,KA,true,travel
2024-07-26,UPI DR LightSpeed Internet software payment 00857,47639.78,,18,KA,KA,true,software
2024-08-27,UPI DR Insight Marketing LLP office expense payment 00449,19063.73,,18,TN,KA,true,office_expense
2024-04-10,NEFT CR Horizon Pharma invoice receipt 01077,,102986.58,0,TS,KA,false,sales
2024-09-07,NEFT CR Kite Logistics invoice receipt 00949,,132428.18,0,KA,KA,false,sales
2024-11-28,UPI DR Global Tech Tools utilities payment 01126,29548.76,,18,TS,KA,true,utilities
2024-08-13,SAVINGS INTEREST CREDIT 0221,,1686.25,0,KA,KA,false,interest
2024-12-05,NEFT CR Growthline Agencies invoice receipt 00352,,123868.7,18,TN,KA,false,sales
2024-07-06,UPI DR Royal Insurance Brokers office expense payment 00693,68719.22,,18,TS,KA,true,office_expense
2024-08-10,NEFT CR Growthline Agencies invoice receipt 00614,,32321.69,18,GJ,KA,false,sales
2024-06-11,UPI DR Crystal Print House purchase payment 00063,74225.2,,0,KA,KA,true,purchase
2024-08-01,NEFT CR DigiServe Solutions invoice receipt 00721,,134956.85,0,GJ,KA,false,sales
2024-10-06,SAVINGS INTEREST CREDIT 0148,,978.49,0,KA,KA,false,interest
2024-07-14,NEFT CR Prime Hardware invoice receipt 01084,,144936.75,18,MH,KA,false,sales
2024-10-14,NEFT CR Riverfront Wholesale invoice receipt 01137,,7562.01,0,GJ,KA,false,sales
2024-05-18,NEFT CR QuickShop Chain invoice receipt 00787,,65622.74,0,MH,KA,false,sales
2024-07-12,NEFT CR QuickShop Chain invoice receipt 00968,,70072.66,0,TS,KA,false,sales
2025-01-05,UPI DR Apex Packaging Works marketing payment 01102,33433.52,,0,TN,KA,true,marketing
2024-05-18,UPI DR Eco Power Utilities loan payment 00188,33173.98,,0,GJ,KA,false,loan
2024-10-04,SAVINGS INTEREST CREDIT 0100,,892.27,0,KA,KA,false,interest
2025-03-16,UPI DR QuickFix Maintenance food payment 00429,14311.52,,18,GJ,KA,true,food
2024-12-06,SELF TRANSFER TO CASH MANAGEMENT 0129,19121.63,,0,KA,KA,false,transfer
2024-04-12,SELF TRANSFER TO CASH MANAGEMENT 0177,11887.32,,0,KA,KA,false,transfer
2024-04-23,SELF TRANSFER TO CASH MANAGEMENT 0027,15117.4,,0,KA,KA,false,transfer
2024-04-30,UPI DR Himalaya Foods Supply utilities payment 00604,59464.84,,0,KA,KA,true,utilities
2024-11-03,NEFT CR QuickShop Chain invoice receipt 00780,,86245.32,18,TN,KA,false,sales
2024-12-30,NEFT CR Lotus Enterprises invoice receipt 00342,,138962.19,18,MH,KA,false,sales
2024-12-19,SELF TRANSFER TO CASH MANAGEMENT 0164,9989.07,,0,KA,KA,false,transfer
2024-04-04,UPI DR FirstFleet Logistics office expense payment 01136,18329.26,,18,TS,KA,true,office_expense
2024-05-29,UPI DR Omkar Repairs purchase payment 01105,20032.44,,0,GJ,KA,true,purchase
2024-08-04,UPI DR FirstFleet Logistics office expense payment 01271,35522.3,,18,DL,KA,true,office_expense
2024-10-26,UPI DR Royal Insurance Brokers purchase payment 00387,87589.13,,18,TN,KA,true,purchase
2025-03-06,NEFT CR Indus Office Supplies invoice receipt 00060,,53761.05,0,DL,KA,false,sales
2024-10-06,NEFT CR DigiServe Solutions invoice receipt 00065,,21396.22,0,MH,KA,false,sales
2024-05-03,NEFT CR Growthline Agencies invoice receipt 01136,,40575.98,18,MH,KA,false,sales
2024-06-27,NEFT CR Indus Office Supplies invoice receipt 01193,,50669.43,18,KA,KA,false,sales
2024-07-16,NEFT CR Sunrise Superstore invoice receipt 01378,,105454.0,0,DL,KA,false,sales
2024-06-16,NEFT CR Bluecart Traders invoice receipt 00578,,55052.87,0,KA,KA,false,sales
2025-03-10,NEFT CR Orbit Fashion House invoice receipt 00822,,56530.7,18,MH,KA,false,sales
2025-02-04,NEFT CR Jupiter Foods invoice receipt 00879,,141026.97,18,KA,KA,false,sales
2025-03-02,UPI DR Bharat Transport Co purchase payment 00010,34087.71,,18,TS,KA,true,purchase
2024-12-27,UPI DR Pioneer Chemicals purchase payment 00838,94336.26,,18,DL,KA,true,purchase
2024-08-05,NEFT CR Metro Hypermart invoice receipt 00798,,98493.44,18,KA,KA,false,sales
2025-02-17,UPI DR Royal Insurance Brokers purchase payment 00622,60153.38,,18,KA,KA,true,purchase
2024-11-12,NEFT CR Evergreen Stores invoice receipt 00279,,65719.27,0,MH,KA,false,sales
2024-10-14,UPI DR Omkar Repairs marketing payment 00969,69266.75,,18,DL,KA,true,marketing
2024-11-14,UPI DR Mohan Industrial Gases tax payment payment 01134,52356.57,,0,TS,KA,false,tax_payment
2025-03-25,NEFT CR Growthline Agencies invoice receipt 00370,,136656.32,18,TN,KA,false,sales
2024-05-21,UPI DR Nexa Facility Services loan payment 00538,26265.7,,0,KA,KA,false,loan
2024-06-07,NEFT CR Riverfront Wholesale invoice receipt 00150,,64149.63,0,TN,KA,false,sales
2024-07-16,NEFT CR Indus Office Supplies invoice receipt 01010,,125084.46,18,MH,KA,false,sales
2025-02-07,SAVINGS INTEREST CREDIT 0045,,1273.86,0,KA,KA,false,interest
2024-10-30,UPI DR Apex Packaging Works tax payment payment 00716,94898.82,,0,KA,KA,false,tax_payment
2024-07-25,UPI DR SmartCloud Software purchase payment 01077,60440.38,,0,DL,KA,true,purchase
2025-01-27,NEFT CR Jupiter Foods invoice receipt 01290,,125032.25,18,KA,KA,false,sales
2024-10-11,NEFT CR Prime Hardware invoice receipt 00326,,129712.89,0,GJ,KA,false,sales
2024-10-06,UPI DR LightSpeed Internet purchase payment 01092,53545.67,,18,MH,KA,true,purchase
2024-09-27,SELF TRANSFER TO CASH MANAGEMENT 0131,18225.17,,0,KA,KA,false,transfer
2025-02-05,UPI DR Nexa Facility Services travel payment 00381,6906.6,,18,KA,KA,true,travel
2025-03-23,UPI DR Royal Insurance Brokers loan payment 00616,78455.81,,0,DL,KA,false,loan
2024-06-08,UPI DR Kuber Warehousing purchase payment 00250,22087.02,,18,MH,KA,true,purchase
2024-12-08,NEFT CR Nova Wellness invoice receipt 00743,,72989.78,18,DL,KA,false,sales
2024-09-24,SELF TRANSFER TO CASH MANAGEMENT 0228,14417.19,,0,KA,KA,false,transfer
2024-11-09,NEFT CR Lotus Enterprises invoice receipt 00107,,32162.8,18,GJ,KA,false,sales
2024-06-19,SAVINGS INTEREST CREDIT 0248,,773.08,0,KA,KA,false,interest
2025-03-11,UPI DR Nexa Facility Services utilities payment 00494,25729.28,,18,KA,KA,true,utilities
2025-01-15,UPI DR Himalaya Foods Supply utilities payment 00595,31133.46,,0,MH,KA,true,utilities
2024-10-04,UPI DR Kuber Warehousing utilities payment 00319,15543.34,,18,DL,KA,true,utilities
2024-05-16,NEFT CR Horizon Pharma invoice receipt 01113,,19420.36,18,GJ,KA,false,sales
2024-04-17,NEFT CR Horizon Pharma invoice receipt 00139,,77147.37,18,GJ,KA,false,sales
2024-05-24,UPI DR Apex Packaging Works utilities payment 00819,62993.51,,0,TS,KA,true,utilities
2025-01-22,UPI DR FirstFleet Logistics utilities payment 01113,12085.73,,18,DL,KA,true,utilities
2024-04-10,SAVINGS INTEREST CREDIT 0010,,1523.75,0,KA,KA,false,interest
2024-09-07,UPI DR Eco Power Utilities purchase payment 01267,52742.91,,18,DL,KA,true,purchase
2024-07-26,UPI DR Royal Insurance Brokers marketing payment 01120,28071.76,,18,TN,KA,true,marketing
2024-04-25,UPI DR Insight Marketing LLP rent payment 00550,75704.33,,18,TS,KA,false,rent
2024-04-18,UPI DR Royal Insurance Brokers travel payment 01152,72778.31,,18,MH,KA,true,travel
2024-05-14,NEFT CR Jupiter Foods invoice receipt 00867,,79027.56,18,MH,KA,false,sales
2024-10-11,SAVINGS INTEREST CREDIT 0014,,1206.54,0,KA,KA,false,interest
2024-09-15,UPI DR Insight Marketing LLP purchase payment 00483,28750.56,,0,TS,KA,true,purchase
2024-09-16,UPI DR Global Tech Tools software payment 00577,72857.65,,18,DL,KA,true,software
2025-02-03,NEFT CR Growthline Agencies invoice receipt 00989,,147855.43,18,GJ,KA,false,sales
2025-02-01,NEFT CR Acme Retail Pvt Ltd invoice receipt 00507,,52061.6,18,KA,KA,false,sales
2025-03-16,NEFT CR DigiServe Solutions invoice receipt 00077,,95941.59,18,GJ,KA,false,sales
2024-11-30,UPI DR Royal Insurance Brokers purchase payment 01010,36505.81,,18,DL,KA,true,purchase
2024-06-18,NEFT CR Jupiter Foods invoice receipt 00727,,14143.0,18,GJ,KA,false,sales
2024-05-15,NEFT CR Orbit Fashion House invoice receipt 00728,,9694.55,18,TN,KA,false,sales
2024-09-11,UPI DR Eco Power Utilities office expense payment 01004,68376.1,,18,MH,KA,true,office_expense
2025-01-19,NEFT CR Nova Wellness invoice receipt 00104,,36494.26,18,GJ,KA,false,sales
2024-11-10,NEFT CR Acme Retail Pvt Ltd invoice receipt 00567,,89382.35,18,DL,KA,false,sales
2024-07-04,UPI DR Bharat Transport Co rent payment 00617,25320.26,,18,KA,KA,true,rent
2024-04-29,NEFT CR Lotus Enterprises invoice receipt 00762,,55779.08,18,TS,KA,false,sales
2025-01-07,UPI DR Insight Marketing LLP software payment 00664,69807.42,,0,TS,KA,true,software
2025-02-14,UPI DR Jai Stationers office expense payment 01237,65515.28,,0,DL,KA,true,office_expense
2024-09-16,UPI DR Eco Power Utilities utilities payment 00610,57876.21,,18,MH,KA,true,utilities
2024-10-02,NEFT CR Sunrise Superstore invoice receipt 00281,,149750.1,18,MH,KA,false,sales
2024-06-21,UPI DR Bharat Transport Co office expense payment 00612,45703.81,,0,GJ,KA,true,office_expense
2025-02-01,NEFT CR Metro Hypermart invoice receipt 01073,,15779.32,18,TN,KA,false,sales
2024-04-11,UPI DR Insight Marketing LLP software payment 01084,84204.41,,18,TS,KA,true,software
2024-11-23,NEFT CR Prime Hardware invoice receipt 00358,,86169.88,18,GJ,KA,false,sales
2024-07-23,UPI DR QuickFix Maintenance utilities payment 00459,66092.21,,0,TS,KA,true,utilities
2025-01-01,UPI DR SmartCloud Software travel payment 00651,42393.06,,0,TN,KA,true,travel
2024-12-17,NEFT CR Bluecart Traders invoice receipt 01400,,103903.84,18,GJ,KA,false,sales
2025-02-17,UPI DR Jai Stationers office expense payment 01214,56266.92,,18,TN,KA,true,office_expense
2024-12-08,UPI DR Royal Insurance Brokers software payment 00737,90993.96,,0,DL,KA,true,software
2024-04-07,NEFT CR Indus Office Supplies invoice receipt 00080,,71316.78,18,GJ,KA,false,sales
2024-10-19,NEFT CR Bluecart Traders invoice receipt 00947,,85634.4,18,GJ,KA,false,sales
2024-10-16,NEFT CR QuickShop Chain invoice receipt 00470,,68542.03,18,DL,KA,false,sales
2024-09-22,UPI DR QuickFix Maintenance utilities payment 00597,34156.85,,18,DL,KA,true,utilities
2024-06-09,UPI DR Omkar Repairs office expense payment 01095,56707.99,,18,TS,KA,true,office_expense
2024-09-15,NEFT CR QuickShop Chain invoice receipt 00468,,16659.88,18,TN,KA,false,sales
2024-12-23,NEFT CR QuickShop Chain invoice receipt 01075,,143492.15,0,GJ,KA,false,sales
2025-02-25,SAVINGS INTEREST CREDIT 0191,,1744.31,0,KA,KA,false,interest
2024-06-04,SAVINGS INTEREST CREDIT 0153,,303.05,0,KA,KA,false,interest
2024-08-23,UPI DR Royal Insurance Brokers utilities payment 00627,14173.49,,18,TN,KA,true,utilities
2025-03-27,NEFT CR Metro Hypermart invoice receipt 01369,,18952.56,18,DL,KA,false,sales
2025-03-24,SELF TRANSFER TO CASH MANAGEMENT 0186,21984.64,,0,KA,KA,false,transfer
2024-07-15,UPI DR LightSpeed Internet purchase payment 01065,90734.46,,0,TN,KA,true,purchase
2024-04-29,UPI DR Nexa Facility Services software payment 00178,41817.21,,0,DL,KA,true,software
2025-01-08,NEFT CR Kite Logistics invoice receipt 00912,,70301.72,18,GJ,KA,false,sales
2024-10-06,NEFT CR Kite Logistics invoice receipt 00420,,77720.62,18,KA,KA,false,sales
2024-04-26,NEFT CR Bluecart Traders invoice receipt 00569,,131236.52,0,TN,KA,false,sales
2024-04-14,UPI DR QuickFix Maintenance purchase payment 00145,68533.82,,18,GJ,KA,true,purchase
2024-05-31,NEFT CR Acme Retail Pvt Ltd invoice receipt 00566,,148509.32,0,MH,KA,false,sales
2024-09-04,UPI DR Insight Marketing LLP utilities payment 00673,61222.22,,0,DL,KA,true,utilities
2024-08-09,UPI DR Delta Office Systems purchase payment 00104,39559.97,,18,MH,KA,true,purchase
2025-02-11,SAVINGS INTEREST CREDIT 0108,,1331.61,0,KA,KA,false,interest
2024-10-03,UPI DR Delta Office Systems purchase payment 00789,82325.7,,0,KA,KA,true,purchase
2025-03-19,NEFT CR Orbit Fashion House invoice receipt 00770,,56957.97,18,TS,KA,false,sales
2024-11-28,UPI DR Global Tech Tools rent payment 00901,69399.7,,18,KA,KA,false,rent
2025-03-28,NEFT CR QuickShop Chain invoice receipt 00483,,144658.2,18,MH,KA,false,sales
2024-08-28,NEFT CR Prime Hardware invoice receipt 00464,,43879.83,0,TN,KA,false,sales
2025-03-20,NEFT CR Acme Retail Pvt Ltd invoice receipt 01024,,95836.47,18,MH,KA,false,sales
2025-01-11,SELF TRANSFER TO CASH MANAGEMENT 0237,11094.34,,0,KA,KA,false,transfer
2024-09-28,NEFT CR Evergreen Stores invoice receipt 01239,,51547.93,18,DL,KA,false,sales
2024-08-07,UPI DR Eco Power Utilities purchase payment 01005,20065.44,,18,TS,KA,true,purchase
2024-12-07,UPI DR Delta Office Systems utilities payment 01123,4097.36,,18,TN,KA,true,utilities
2024-09-19,NEFT CR Sunrise Superstore invoice receipt 00558,,32786.88,0,TN,KA,false,sales
2024-12-16,NEFT CR DigiServe Solutions invoice receipt 00839,,28475.21,0,TS,KA,false,sales
2024-06-19,NEFT CR Jupiter Foods invoice receipt 01060,,47606.9,18,TN,KA,false,sales
2024-05-22,UPI DR Mohan Industrial Gases purchase payment 00419,25396.47,,18,MH,KA,true,purchase
2024-09-11,NEFT CR Sunrise Superstore invoice receipt 00205,,136275.58,18,TS,KA,false,sales
2024-06-08,NEFT CR Growthline Agencies invoice receipt 00810,,54058.6,18,MH,KA,false,sales
2024-08-08,UPI DR FirstFleet Logistics software payment 00009,7183.37,,18,GJ,KA,true,software
2025-02-21,SELF TRANSFER TO CASH MANAGEMENT 0128,23500.87,,0,KA,KA,false,transfer
2025-02-26,SELF TRANSFER TO CASH MANAGEMENT 0111,12789.69,,0,KA,KA,false,transfer
2025-02-02,UPI DR Global Tech Tools marketing payment 00653,16218.83,,0,MH,KA,true,marketing
2025-02-23,SELF TRANSFER TO CASH MANAGEMENT 0249,9625.48,,0,KA,KA,false,transfer
2024-11-08,NEFT CR Growthline Agencies invoice receipt 00958,,88870.97,18,KA,KA,false,sales
2024-10-07,UPI DR Kuber Warehousing software payment 00618,75930.58,,18,GJ,KA,true,software
2025-03-14,SAVINGS INTEREST CREDIT 0097,,857.13,0,KA,KA,false,interest
2024-07-13,UPI DR Nexa Facility Services utilities payment 00814,34422.17,,0,TN,KA,true,utilities
2024-12-02,UPI DR Himalaya Foods Supply purchase payment 00695,52599.91,,0,KA,KA,true,purchase
2024-06-05,NEFT CR Evergreen Stores invoice receipt 00602,,88114.34,18,TS,KA,false,sales
2024-09-13,NEFT CR Kite Logistics invoice receipt 00963,,79891.32,18,MH,KA,false,sales
2024-10-22,SELF TRANSFER TO CASH MANAGEMENT 0139,19369.87,,0,KA,KA,false,transfer
2024-12-15,NEFT CR Indus Office Supplies invoice receipt 01212,,27097.22,0,TS,KA,false,sales
2024-08-06,NEFT CR Growthline Agencies invoice receipt 01275,,98961.77,0,MH,KA,false,sales
2024-04-23,NEFT CR Acme Retail Pvt Ltd invoice receipt 00923,,76311.79,0,KA,KA,false,sales
2024-12-10,NEFT CR Orbit Fashion House invoice receipt 00034,,3695.58,18,GJ,KA,false,sales
2025-03-12,UPI DR SmartCloud Software purchase payment 01259,2569.01,,18,TN,KA,true,purchase
2025-01-18,UPI DR Insight Marketing LLP rent payment 01233,22988.52,,18,GJ,KA,false,rent
2024-08-14,UPI DR Crystal Print House utilities payment 01149,59281.33,,0,TS,KA,true,utilities
2025-03-02,SELF TRANSFER TO CASH MANAGEMENT 0102,24175.34,,0,KA,KA,false,transfer
2024-12-25,NEFT CR CityMed Distributors invoice receipt 00621,,77224.7,0,GJ,KA,false,sales
2024-11-27,UPI DR Omkar Repairs purchase payment 00365,61203.51,,18,MH,KA,true,purchase
2024-05-08,UPI DR Crystal Print House travel payment 00534,48956.29,,18,MH,KA,true,travel
2025-01-28,UPI DR LightSpeed Internet loan payment 00318,71722.08,,0,TS,KA,false,loan
2024-07-06,NEFT CR Prime Hardware invoice receipt 00044,,4415.06,0,GJ,KA,false,sales
2024-07-05,UPI DR Delta Office Systems purchase payment 00950,46508.68,,18,TN,KA,true,purchase
2024-07-29,NEFT CR Orbit Fashion House invoice receipt 00544,,139574.19,18,TS,KA,false,sales
2024-09-24,UPI DR Delta Office Systems travel payment 00280,56031.7,,18,DL,KA,true,travel
2024-08-28,UPI DR Pioneer Chemicals purchase payment 00407,16318.78,,18,GJ,KA,true,purchase
2024-08-23,NEFT CR Horizon Pharma invoice receipt 00517,,120577.94,18,TN,KA,false,sales
2025-03-16,NEFT CR Sunrise Superstore invoice receipt 00693,,90196.11,18,TS,KA,false,sales
2024-09-14,NEFT CR Indus Office Supplies invoice receipt 00930,,145918.64,0,TN,KA,false,sales
2024-09-19,NEFT CR Jupiter Foods invoice receipt 01037,,113038.98,0,DL,KA,false,sales
2025-03-05,SAVINGS INTEREST CREDIT 0090,,574.4,0,KA,KA,false,interest
2024-12-25,SAVINGS INTEREST CREDIT 0064,,514.99,0,KA,KA,false,interest
2024-05-19,NEFT CR Sunrise Superstore invoice receipt 00159,,35723.85,0,TN,KA,false,sales
2024-06-20,NEFT CR DigiServe Solutions invoice receipt 01281,,140084.18,0,TN,KA,false,sales
2025-02-16,UPI DR Royal Insurance Brokers office expense payment 00871,38858.34,,0,KA,KA,true,office_expense
2024-08-07,UPI DR TruEdge Consulting purchase payment 00933,74558.47,,18,TS,KA,true,purchase
2025-02-14,NEFT CR Acme Retail Pvt Ltd invoice receipt 01059,,10393.72,0,GJ,KA,false,sales
2024-06-24,NEFT CR Orbit Fashion House invoice receipt 01025,,61502.1,18,DL,KA,false,sales
2024-04-11,SAVINGS INTEREST CREDIT 0107,,1500.26,0,KA,KA,false,interest
2024-04-18,NEFT CR Lotus Enterprises invoice receipt 00452,,57655.42,0,MH,KA,false,sales
