date,description,amount,gst_rate,vendor_state,business_state,amount_inclusive_gst,category
2024-10-08,SINV-10-00631 CityMed Distributors monthly supply,71388.92,12,KA,KA,true,sales
2024-09-30,SINV-09-00632 Evergreen Stores project billing,117356.45,18,TS,KA,true,sales
2024-09-25,SINV-09-00633 Orbit Fashion House invoice settlement,6036.55,18,KA,KA,true,sales
2024-12-05,SINV-12-00634 Orbit Fashion House project billing,81402.21,18,DL,KA,true,sales
2024-09-13,SINV-09-00635 Orbit Fashion House monthly supply,104340.33,12,GJ,KA,false,sales
2024-06-19,SINV-06-00636 Orbit Fashion House bulk order,38931.52,12,KA,KA,true,professional_receipts
2025-02-12,SINV-02-00637 Lotus Enterprises project billing,31751.35,18,TN,KA,false,sales
2024-07-07,SINV-07-00638 QuickShop Chain distribution lot,113636.86,18,TS,KA,true,sales
2024-09-12,SINV-09-00639 DigiServe Solutions bulk order,87374.86,5,KA,KA,true,sales
2024-07-13,SINV-07-00640 DigiServe Solutions distribution lot,17224.83,18,GJ,KA,true,sales
2025-02-14,SINV-02-00641 Sunrise Superstore distribution lot,53063.77,12,KA,KA,true,sales
2024-11-26,SINV-11-00642 Bluecart Traders monthly supply,93575.99,12,GJ,KA,false,sales
2024-08-15,SINV-08-00643 QuickShop Chain project billing,11122.55,0,KA,KA,false,sales
2024-05-22,SINV-05-00644 Horizon Pharma bulk order,30336.5,18,GJ,KA,true,sales
2025-01-11,SINV-01-00645 Nova Wellness distribution lot,113716.27,18,KA,KA,true,sales
2024-06-25,SINV-06-00646 Fresh Basket Mart project billing,75903.34,18,TN,KA,true,sales
2024-09-28,SINV-09-00647 Kite Logistics distribution lot,124614.16,18,TS,KA,false,sales
2024-09-13,SINV-09-00648 Trinity Healthcare invoice settlement,77659.92,12,DL,KA,true,sales
2024-11-18,SINV-11-00649 Orbit Fashion House monthly supply,2978.28,18,GJ,KA,true,sales
2024-06-09,SINV-06-00650 Jupiter Foods invoice settlement,123088.32,0,GJ,KA,false,sales
2024-12-18,SINV-12-00651 Riverfront Wholesale bulk order,85576.49,18,MH,KA,true,sales
2024-08-14,SINV-08-00652 Lotus Enterprises project billing,39066.82,18,TN,KA,true,sales
2025-01-17,SINV-01-00653 Growthline Agencies project billing,91138.61,18,KA,KA,false,sales
2025-01-30,SINV-01-00654 Jupiter Foods invoice settlement,101521.79,0,DL,KA,false,sales
2024-11-09,SINV-11-00655 Nova Wellness project billing,17266.21,18,KA,KA,false,sales
2025-02-19,SINV-02-00656 Metro Hypermart invoice settlement,66736.96,0,GJ,KA,false,sales
2025-03-24,SINV-03-00657 Horizon Pharma project billing,85020.32,5,GJ,KA,false,sales
2024-12-15,SINV-12-00658 CityMed Distributors monthly supply,42558.23,12,TN,KA,true,sales
2025-01-18,SINV-01-00659 Bluecart Traders bulk order,40902.76,18,MH,KA,true,sales
2024-12-03,SINV-12-00660 Riverfront Wholesale project billing,53472.88,5,MH,KA,true,sales
2024-08-03,SINV-08-00661 CityMed Distributors monthly supply,61805.02,12,TS,KA,true,sales
2024-10-29,SINV-10-00662 Nova Wellness invoice settlement,28935.19,12,MH,KA,true,sales
2024-09-27,SINV-09-00663 Trinity Healthcare bulk order,118994.17,18,MH,KA,true,sales
2025-03-17,SINV-03-00664 Lotus Enterprises bulk order,96326.61,5,GJ,KA,true,sales
2024-06-15,SINV-06-00665 Jupiter Foods monthly supply,87489.92,0,DL,KA,false,sales
2024-07-17,SINV-07-00666 Riverfront Wholesale project billing,69436.97,12,TS,KA,false,sales
2024-06-12,SINV-06-00667 Acme Retail Pvt Ltd monthly supply,127108.73,12,DL,KA,true,sales
2024-07-12,SINV-07-00668 Trinity Healthcare invoice settlement,59457.7,12,KA,KA,false,professional_receipts
2024-04-10,SINV-04-00669 Jupiter Foods monthly supply,96822.38,18,DL,KA,true,sales
2024-12-05,SINV-12-00670 Trinity Healthcare monthly supply,29896.63,18,KA,KA,true,sales
2024-08-05,SINV-08-00671 QuickShop Chain invoice settlement,62516.77,12,TS,KA,false,professional_receipts
2024-09-02,SINV-09-00672 Horizon Pharma distribution lot,144404.87,18,KA,KA,true,professional_receipts
2025-01-10,SINV-01-00673 Indus Office Supplies distribution lot,49693.06,12,GJ,KA,true,sales
2025-03-14,SINV-03-00674 Trinity Healthcare distribution lot,102186.94,18,DL,KA,true,sales
2025-02-04,SINV-02-00675 Kite Logistics bulk order,21997.66,18,MH,KA,true,sales
2024-09-06,SINV-09-00676 QuickShop Chain project billing,55182.88,18,MH,KA,false,sales
2024-09-10,SINV-09-00677 CityMed Distributors bulk order,140070.36,18,TS,KA,true,sales
2024-04-16,SINV-04-00678 Kite Logistics invoice settlement,62799.5,18,MH,KA,true,sales
2024-07-06,SINV-07-00679 DigiServe Solutions project billing,5709.28,5,GJ,KA,false,sales
2025-02-08,SINV-02-00680 Horizon Pharma bulk order,36328.38,18,GJ,KA,true,professional_receipts
2025-02-04,SINV-02-00681 Prime Hardware bulk order,48310.03,18,MH,KA,false,sales
2024-07-08,SINV-07-00682 Horizon Pharma distribution lot,96156.01,0,MH,KA,false,sales
2025-03-10,SINV-03-00683 Growthline Agencies project billing,10601.7,18,TN,KA,false,sales
2025-03-19,SINV-03-00684 Kite Logistics project billing,131250.69,18,TS,KA,true,sales
2024-10-12,SINV-10-00685 Kite Logistics monthly supply,131649.89,12,GJ,KA,true,sales
2024-05-26,SINV-05-00686 Orbit Fashion House project billing,110026.45,18,TN,KA,false,sales
2024-04-21,SINV-04-00687 Riverfront Wholesale distribution lot,96232.08,12,TN,KA,false,sales
2024-09-03,SINV-09-00688 Jupiter Foods distribution lot,64016.91,18,TS,KA,true,sales
2024-11-18,SINV-11-00689 CityMed Distributors project billing,16363.52,18,MH,KA,false,sales
2024-10-19,SINV-10-00690 Nova Wellness bulk order,6217.94,12,TN,KA,true,sales
2024-05-17,SINV-05-00691 Indus Office Supplies monthly supply,81950.61,12,KA,KA,false,sales
2024-05-29,SINV-05-00692 Orbit Fashion House project billing,12950.05,18,GJ,KA,false,sales
2024-06-21,SINV-06-00693 Metro Hypermart bulk order,9296.62,18,MH,KA,true,sales
2024-06-14,SINV-06-00694 Fresh Basket Mart distribution lot,10366.93,18,DL,KA,true,sales
2025-02-15,SINV-02-00695 Fresh Basket Mart invoice settlement,19548.32,5,KA,KA,true,sales
2024-11-21,SINV-11-00696 Prime Hardware bulk order,81513.09,18,MH,KA,true,sales
2025-01-27,SINV-01-00697 Prime Hardware project billing,66823.08,18,TS,KA,true,professional_receipts
2025-01-11,SINV-01-00698 Growthline Agencies project billing,20661.38,0,GJ,KA,false,sales
2024-08-31,SINV-08-00699 Kite Logistics invoice settlement,10037.48,18,GJ,KA,true,sales
2025-03-05,SINV-03-00700 Trinity Healthcare invoice settlement,71366.71,18,KA,KA,false,sales
2024-05-18,SINV-05-00701 Jupiter Foods project billing,112447.4,12,KA,KA,false,sales
2024-08-28,SINV-08-00702 Prime Hardware project billing,91970.43,5,MH,KA,true,sales
2025-03-23,SINV-03-00703 Growthline Agencies monthly supply,15889.52,18,TN,KA,false,sales
2025-03-19,SINV-03-00704 Trinity Healthcare invoice settlement,145516.55,18,DL,KA,true,sales
2024-12-26,SINV-12-00705 Sunrise Superstore project billing,54099.5,18,TS,KA,true,sales
2025-02-18,SINV-02-00706 Prime Hardware bulk order,28955.59,18,KA,KA,true,sales
2024-05-31,SINV-05-00707 Acme Retail Pvt Ltd project billing,100099.74,18,TN,KA,false,sales
2024-10-29,SINV-10-00708 Bluecart Traders invoice settlement,79689.01,12,DL,KA,true,sales
2024-05-05,SINV-05-00709 Jupiter Foods invoice settlement,69874.22,12,TN,KA,false,professional_receipts
2025-01-17,SINV-01-00710 Trinity Healthcare distribution lot,123221.78,18,TN,KA,true,sales
2024-04-19,SINV-04-00711 Evergreen Stores invoice settlement,79332.06,18,TN,KA,false,sales
2024-10-29,SINV-10-00712 Bluecart Traders project billing,39169.61,18,KA,KA,false,sales
2024-07-16,SINV-07-00713 Sunrise Superstore bulk order,100443.08,18,DL,KA,false,sales
2024-04-16,SINV-04-00714 Kite Logistics distribution lot,79247.58,18,MH,KA,false,sales
2025-01-30,SINV-01-00715 DigiServe Solutions monthly supply,94563.68,18,DL,KA,false,sales
2024-10-29,SINV-10-00716 CityMed Distributors bulk order,37301.19,18,GJ,KA,true,sales
2024-09-02,SINV-09-00717 Fresh Basket Mart distribution lot,98655.64,5,GJ,KA,false,sales
2024-04-13,SINV-04-00718 Prime Hardware project billing,25221.94,18,DL,KA,true,sales
2024-09-15,SINV-09-00719 Evergreen Stores bulk order,14535.82,18,MH,KA,false,sales
2024-04-19,SINV-04-00720 Orbit Fashion House monthly supply,121451.96,12,TS,KA,true,sales
2025-01-30,SINV-01-00721 CityMed Distributors invoice settlement,124796.3,12,KA,KA,true,sales
2025-01-21,SINV-01-00722 Jupiter Foods project billing,33283.19,18,DL,KA,true,sales
2024-11-12,SINV-11-00723 DigiServe Solutions project billing,24408.45,12,GJ,KA,true,sales
2024-05-23,SINV-05-00724 Growthline Agencies invoice settlement,82360.81,18,GJ,KA,true,sales
2024-08-04,SINV-08-00725 Fresh Basket Mart bulk order,77624.7,0,KA,KA,false,sales
2024-11-28,SINV-11-00726 Bluecart Traders project billing,9545.01,5,GJ,KA,true,sales
2025-02-17,SINV-02-00727 Orbit Fashion House project billing,40773.98,18,KA,KA,false,sales
2024-11-25,SINV-11-00728 Sunrise Superstore distribution lot,102074.25,5,DL,KA,false,sales
2025-03-17,SINV-03-00729 Orbit Fashion House invoice settlement,139903.65,18,DL,KA,true,sales
2024-10-18,SINV-10-00730 Fresh Basket Mart distribution lot,83984.63,18,TN,KA,false,sales
2024-04-16,SINV-04-00731 CityMed Distributors invoice settlement,53750.77,18,GJ,KA,true,sales
2025-01-20,SINV-01-00732 Evergreen Stores invoice settlement,52196.53,18,GJ,KA,false,sales
2024-11-23,SINV-11-00733 Metro Hypermart distribution lot,37436.06,18,TN,KA,true,sales
2024-05-04,SINV-05-00734 Kite Logistics project billing,98025.01,12,DL,KA,true,sales
2025-01-04,SINV-01-00735 Horizon Pharma distribution lot,84526.64,5,KA,KA,false,sales
2025-01-29,SINV-01-00736 Trinity Healthcare distribution lot,70498.24,18,KA,KA,false,sales
2025-02-01,SINV-02-00737 DigiServe Solutions monthly supply,75559.66,18,KA,KA,false,sales
2024-07-21,SINV-07-00738 Evergreen Stores bulk order,133515.66,18,TN,KA,true,sales
2024-12-29,SINV-12-00739 Jupiter Foods invoice settlement,82092.19,12,DL,KA,true,sales
2025-01-17,SINV-01-00740 Jupiter Foods monthly supply,117242.87,18,GJ,KA,false,sales
2024-04-05,SINV-04-00741 Trinity Healthcare invoice settlement,61376.74,18,GJ,KA,true,sales
2024-04-28,SINV-04-00742 Acme Retail Pvt Ltd monthly supply,121589.89,18,MH,KA,true,sales
2024-11-08,SINV-11-00743 Sunrise Superstore project billing,46447.07,12,MH,KA,true,sales
2025-03-06,SINV-03-00744 Fresh Basket Mart distribution lot,30158.19,18,MH,KA,true,sales
2024-08-26,SINV-08-00745 Evergreen Stores distribution lot,11853.33,5,TS,KA,true,sales
2024-11-10,SINV-11-00746 Evergreen Stores project billing,85233.49,5,TN,KA,true,sales
2025-02-14,SINV-02-00747 Fresh Basket Mart bulk order,54455.27,18,MH,KA,false,sales
2024-11-04,SINV-11-00748 Trinity Healthcare invoice settlement,63524.23,0,TN,KA,false,sales
2025-01-05,SINV-01-00749 Sunrise Superstore monthly supply,137013.63,12,GJ,KA,true,sales
2024-12-03,SINV-12-00750 CityMed Distributors invoice settlement,92083.41,5,TN,KA,false,sales
2024-12-21,SINV-12-00751 CityMed Distributors monthly supply,91135.71,18,TS,KA,true,sales
2025-02-19,SINV-02-00752 Riverfront Wholesale monthly supply,48121.83,18,TN,KA,true,sales
2024-11-19,SINV-11-00753 QuickShop Chain invoice settlement,85916.68,18,DL,KA,true,sales
2024-06-25,SINV-06-00754 Bluecart Traders invoice settlement,89338.36,18,KA,KA,true,sales
2025-02-17,SINV-02-00755 Prime Hardware project billing,85756.91,18,KA,KA,true,sales
2024-08-25,SINV-08-00756 Prime Hardware bulk order,64435.52,5,GJ,KA,false,sales
2024-08-22,SINV-08-00757 Indus Office Supplies project billing,5003.05,18,TS,KA,true,sales
2024-06-17,SINV-06-00758 Orbit Fashion House bulk order,23986.42,12,GJ,KA,false,sales
2024-04-17,SINV-04-00759 Kite Logistics distribution lot,142779.81,18,TN,KA,true,sales
2024-10-14,SINV-10-00760 Horizon Pharma invoice settlement,107893.17,18,KA,KA,true,sales
2025-02-23,SINV-02-00761 Indus Office Supplies invoice settlement,19716.99,18,TN,KA,true,sales
2024-12-29,SINV-12-00762 Horizon Pharma distribution lot,99609.39,12,KA,KA,true,sales
2024-08-26,SINV-08-00763 Orbit Fashion House monthly supply,46112.48,12,GJ,KA,true,sales
2025-02-21,SINV-02-00764 Lotus Enterprises invoice settlement,55393.77,18,DL,KA,false,sales
2024-08-15,SINV-08-00765 DigiServe Solutions bulk order,82949.06,12,TS,KA,true,sales
2025-03-11,SINV-03-00766 Sunrise Superstore invoice settlement,78109.11,18,GJ,KA,true,sales
2024-04-06,SINV-04-00767 Acme Retail Pvt Ltd invoice settlement,4679.02,18,MH,KA,true,professional_receipts
2024-08-24,SINV-08-00768 Indus Office Supplies bulk order,5673.47,5,GJ,KA,true,sales
2025-02-21,SINV-02-00769 DigiServe Solutions project billing,17197.2,18,MH,KA,false,sales
2024-05-27,SINV-05-00770 Fresh Basket Mart invoice settlement,59702.06,12,TN,KA,false,sales
2025-03-21,SINV-03-00771 Kite Logistics invoice settlement,109916.33,12,KA,KA,true,professional_receipts
2024-08-11,SINV-08-00772 Indus Office Supplies distribution lot,11001.31,5,MH,KA,false,sales
2025-02-25,SINV-02-00773 Prime Hardware monthly supply,72163.81,5,TN,KA,true,sales
2024-08-11,SINV-08-00774 DigiServe Solutions monthly supply,11125.51,0,TN,KA,false,sales
2024-06-16,SINV-06-00775 Acme Retail Pvt Ltd distribution lot,99018.77,18,GJ,KA,true,sales
2024-04-02,SINV-04-00776 QuickShop Chain monthly supply,114396.7,18,GJ,KA,true,sales
2024-07-25,SINV-07-00777 Acme Retail Pvt Ltd project billing,86934.51,12,DL,KA,false,sales
2024-09-18,SINV-09-00778 Jupiter Foods monthly supply,79953.38,18,TN,KA,false,professional_receipts
2024-08-27,SINV-08-00779 Growthline Agencies distribution lot,7683.97,5,KA,KA,true,sales
2025-02-17,SINV-02-00780 Lotus Enterprises monthly supply,130907.71,18,MH,KA,true,sales
2024-04-13,SINV-04-00781 Sunrise Superstore distribution lot,50124.02,12,GJ,KA,false,sales
2024-11-17,SINV-11-00782 Acme Retail Pvt Ltd bulk order,9366.67,0,TS,KA,false,sales
2025-03-08,SINV-03-00783 QuickShop Chain project billing,85564.53,18,MH,KA,false,sales
2024-05-07,SINV-05-00784 Bluecart Traders project billing,73619.73,18,KA,KA,true,sales
2024-08-03,SINV-08-00785 Evergreen Stores monthly supply,80001.03,0,TN,KA,false,sales
2025-02-07,SINV-02-00786 Fresh Basket Mart monthly supply,10334.81,18,MH,KA,false,sales
2024-11-05,SINV-11-00787 Kite Logistics project billing,144925.96,18,GJ,KA,true,sales
2024-06-10,SINV-06-00788 Kite Logistics invoice settlement,99654.95,18,KA,KA,false,sales
2024-06-01,SINV-06-00789 Indus Office Supplies distribution lot,56024.22,5,MH,KA,true,sales
2025-01-23,SINV-01-00790 Bluecart Traders bulk order,104374.1,5,KA,KA,true,sales
2024-12-06,SINV-12-00791 CityMed Distributors invoice settlement,24478.07,0,TN,KA,false,sales
2025-03-22,SINV-03-00792 Prime Hardware distribution lot,32750.46,18,MH,KA,true,sales
2024-06-29,SINV-06-00793 Trinity Healthcare monthly supply,75543.32,18,TS,KA,false,sales
2024-09-02,SINV-09-00794 Lotus Enterprises monthly supply,83567.04,18,GJ,KA,true,sales
2024-10-03,SINV-10-00795 Riverfront Wholesale monthly supply,70052.42,18,MH,KA,true,sales
2024-05-28,SINV-05-00796 Evergreen Stores monthly supply,142957.35,18,KA,KA,true,sales
2025-02-25,SINV-02-00797 Lotus Enterprises distribution lot,62436.95,12,KA,KA,true,sales
2024-05-24,SINV-05-00798 Bluecart Traders monthly supply,24046.23,18,KA,KA,false,sales
2024-07-30,SINV-07-00799 Orbit Fashion House invoice settlement,50069.3,18,MH,KA,true,sales
2024-05-27,SINV-05-00800 Kite Logistics bulk order,35332.64,12,KA,KA,true,sales
2024-11-28,SINV-11-00801 Sunrise Superstore distribution lot,131670.16,18,MH,KA,true,sales
2024-10-16,SINV-10-00802 Lotus Enterprises bulk order,95212.0,5,DL,KA,true,sales
2024-06-05,SINV-06-00803 Bluecart Traders distribution lot,11572.66,18,TN,KA,true,sales
2024-06-27,SINV-06-00804 Kite Logistics project billing,43296.16,12,MH,KA,true,sales
2025-01-21,SINV-01-00805 Riverfront Wholesale bulk order,13093.11,18,GJ,KA,false,sales
2024-11-29,SINV-11-00806 Orbit Fashion House invoice settlement,91927.17,12,TN,KA,false,sales
2025-01-22,SINV-01-00807 Horizon Pharma monthly supply,88490.59,18,TN,KA,true,sales
2024-04-23,SINV-04-00808 Bluecart Traders distribution lot,108974.0,18,TN,KA,true,sales
2025-03-23,SINV-03-00809 DigiServe Solutions bulk order,37715.94,18,MH,KA,true,professional_receipts
2024-10-01,SINV-10-00810 Jupiter Foods bulk order,139856.17,12,TS,KA,true,sales
2024-11-22,SINV-11-00811 Sunrise Superstore distribution lot,6478.97,18,MH,KA,true,sales
2024-10-07,SINV-10-00812 Orbit Fashion House invoice settlement,3147.12,18,GJ,KA,true,sales
2024-04-17,SINV-04-00813 Jupiter Foods bulk order,35549.2,18,TS,KA,false,sales
2024-05-12,SINV-05-00814 Trinity Healthcare invoice settlement,109304.22,18,KA,KA,true,sales
2024-05-27,SINV-05-00815 Metro Hypermart project billing,87745.11,12,TS,KA,true,sales
2024-05-05,SINV-05-00816 Riverfront Wholesale monthly supply,27577.29,18,TS,KA,false,sales
2024-12-01,SINV-12-00817 Sunrise Superstore invoice settlement,88598.34,18,DL,KA,false,sales
2024-08-15,SINV-08-00818 QuickShop Chain distribution lot,43011.36,18,GJ,KA,true,sales
2024-12-26,SINV-12-00819 DigiServe Solutions distribution lot,67658.3,18,GJ,KA,false,sales
2024-10-06,SINV-10-00820 CityMed Distributors bulk order,116326.8,5,DL,KA,true,sales
2024-05-10,SINV-05-00821 DigiServe Solutions bulk order,17034.16,5,GJ,KA,true,sales
2025-02-16,SINV-02-00822 Acme Retail Pvt Ltd invoice settlement,135825.64,12,TN,KA,true,sales
2024-11-14,SINV-11-00823 Acme Retail Pvt Ltd project billing,10211.31,12,TS,KA,false,sales
2024-09-19,SINV-09-00824 Nova Wellness project billing,82830.66,18,GJ,KA,false,sales
2024-11-14,SINV-11-00825 Orbit Fashion House invoice settlement,18664.4,12,MH,KA,false,sales
2024-12-04,SINV-12-00826 Lotus Enterprises distribution lot,114217.32,18,MH,KA,true,sales
2025-02-11,SINV-02-00827 Fresh Basket Mart bulk order,37442.71,18,MH,KA,false,sales
2024-07-31,SINV-07-00828 DigiServe Solutions bulk order,41286.67,0,MH,KA,false,sales
2025-01-13,SINV-01-00829 Bluecart Traders bulk order,144323.16,18,GJ,KA,true,sales
2024-09-02,SINV-09-00830 DigiServe Solutions distribution lot,61429.48,18,DL,KA,true,sales
2024-06-19,SINV-06-00831 Acme Retail Pvt Ltd invoice settlement,81895.34,18,TN,KA,true,sales
2024-08-27,SINV-08-00832 Sunrise Superstore invoice settlement,100448.08,18,TS,KA,false,sales
2024-05-28,SINV-05-00833 Prime Hardware distribution lot,23103.64,18,GJ,KA,true,sales
2024-07-22,SINV-07-00834 Orbit Fashion House project billing,47577.48,12,MH,KA,true,sales
2024-08-21,SINV-08-00835 Growthline Agencies monthly supply,68455.51,0,GJ,KA,false,sales
2024-10-19,SINV-10-00836 Growthline Agencies distribution lot,90138.49,18,MH,KA,true,professional_receipts
2024-11-05,SINV-11-00837 Lotus Enterprises distribution lot,4472.58,12,GJ,KA,true,sales
2024-05-15,SINV-05-00838 Growthline Agencies invoice settlement,56916.99,18,MH,KA,false,sales
2024-11-04,SINV-11-00839 Nova Wellness distribution lot,78151.04,5,GJ,KA,true,sales
2024-09-19,SINV-09-00840 CityMed Distributors distribution lot,88332.63,18,MH,KA,true,professional_receipts
2025-01-10,SINV-01-00841 Orbit Fashion House distribution lot,112120.48,18,DL,KA,true,sales
2025-01-09,SINV-01-00842 Prime Hardware project billing,103715.42,0,TS,KA,false,sales
2024-11-24,SINV-11-00843 Horizon Pharma distribution lot,2799.72,0,KA,KA,false,sales
2025-03-01,SINV-03-00844 Jupiter Foods monthly supply,74052.19,18,DL,KA,true,sales
2024-12-09,SINV-12-00845 CityMed Distributors invoice settlement,55242.34,18,TS,KA,true,sales
2025-03-18,SINV-03-00846 Prime Hardware monthly supply,121232.49,18,DL,KA,true,sales
2024-06-23,SINV-06-00847 Sunrise Superstore bulk order,41660.94,0,KA,KA,false,sales
2024-08-18,SINV-08-00848 Lotus Enterprises project billing,134794.72,18,TS,KA,true,sales
2024-05-10,SINV-05-00849 QuickShop Chain bulk order,79433.67,5,GJ,KA,false,sales
2024-09-13,SINV-09-00850 Kite Logistics invoice settlement,101962.0,18,KA,KA,true,sales
2024-12-30,SINV-12-00851 Sunrise Superstore distribution lot,22518.04,12,TN,KA,true,sales
2024-09-22,SINV-09-00852 Fresh Basket Mart project billing,22504.63,5,GJ,KA,true,sales
2025-03-20,SINV-03-00853 QuickShop Chain distribution lot,89787.02,18,TN,KA,false,sales
2024-05-10,SINV-05-00854 DigiServe Solutions invoice settlement,136428.88,18,MH,KA,true,sales
2024-11-13,SINV-11-00855 Trinity Healthcare monthly supply,143179.61,18,MH,KA,true,sales
2024-06-05,SINV-06-00856 Evergreen Stores distribution lot,47388.76,18,TS,KA,true,sales
2024-05-28,SINV-05-00857 CityMed Distributors monthly supply,61821.22,0,TS,KA,false,sales
2024-12-19,SINV-12-00858 Sunrise Superstore monthly supply,17067.97,0,KA,KA,false,sales
2025-02-03,SINV-02-00859 Growthline Agencies invoice settlement,31863.53,18,GJ,KA,true,sales
2024-09-26,SINV-09-00860 Lotus Enterprises project billing,63827.72,5,KA,KA,false,sales
2024-05-21,SINV-05-00861 Sunrise Superstore bulk order,67282.75,18,GJ,KA,false,sales
2024-04-03,SINV-04-00862 DigiServe Solutions project billing,115258.45,18,MH,KA,false,sales
2024-11-12,SINV-11-00863 DigiServe Solutions bulk order,48264.02,5,TN,KA,true,sales
2024-05-28,SINV-05-00864 Kite Logistics invoice settlement,16814.42,5,GJ,KA,true,sales
2024-04-21,SINV-04-00865 CityMed Distributors invoice settlement,18677.14,12,TS,KA,true,sales
2024-11-14,SINV-11-00866 Horizon Pharma monthly supply,38097.19,18,TN,KA,false,sales
2025-03-14,SINV-03-00867 Lotus Enterprises project billing,131085.79,5,TS,KA,true,professional_receipts
2025-03-13,SINV-03-00868 CityMed Distributors bulk order,53407.62,5,KA,KA,true,sales
2024-10-04,SINV-10-00869 Growthline Agencies distribution lot,75382.7,12,TS,KA,false,sales
2024-12-12,SINV-12-00870 Indus Office Supplies distribution lot,113671.28,18,DL,KA,true,sales
2024-11-30,SINV-11-00871 Trinity Healthcare distribution lot,145696.48,18,KA,KA,true,sales
2024-06-02,SINV-06-00872 Indus Office Supplies monthly supply,30775.67,18,TN,KA,false,sales
2025-03-14,SINV-03-00873 Acme Retail Pvt Ltd project billing,58259.6,18,GJ,KA,true,sales
2024-05-20,SINV-05-00874 CityMed Distributors invoice settlement,78108.62,18,TS,KA,true,sales
2024-12-11,SINV-12-00875 Prime Hardware monthly supply,68948.67,18,KA,KA,false,sales
2024-11-07,SINV-11-00876 DigiServe Solutions monthly supply,45957.52,12,MH,KA,true,sales
2025-01-11,SINV-01-00877 Jupiter Foods distribution lot,26677.05,18,TN,KA,true,sales
2024-05-27,SINV-05-00878 Sunrise Superstore distribution lot,98364.36,18,GJ,KA,true,sales
2024-06-20,SINV-06-00879 QuickShop Chain invoice settlement,34765.4,0,DL,KA,false,sales
2024-09-12,SINV-09-00880 Bluecart Traders project billing,8027.01,0,KA,KA,false,sales
2025-02-15,SINV-02-00881 Kite Logistics monthly supply,54948.15,12,TS,KA,false,sales
2024-08-04,SINV-08-00882 Horizon Pharma invoice settlement,45620.06,12,KA,KA,true,sales
2024-09-20,SINV-09-00883 Fresh Basket Mart project billing,42449.31,0,GJ,KA,false,sales
2024-11-02,SINV-11-00884 Indus Office Supplies project billing,60038.24,0,TN,KA,false,sales
2024-09-13,SINV-09-00885 Sunrise Superstore distribution lot,65440.13,5,GJ,KA,true,sales
2025-03-08,SINV-03-00886 Kite Logistics monthly supply,39191.31,5,GJ,KA,false,sales
2024-07-19,SINV-07-00887 Jupiter Foods project billing,43592.34,12,TS,KA,true,sales
2024-05-18,SINV-05-00888 Sunrise Superstore distribution lot,45950.8,5,TN,KA,true,sales
2024-07-17,SINV-07-00889 Lotus Enterprises distribution lot,97129.65,18,TS,KA,true,sales
2025-01-02,SINV-01-00890 Kite Logistics project billing,57995.69,12,MH,KA,true,sales
2024-04-10,SINV-04-00891 QuickShop Chain distribution lot,86332.7,18,DL,KA,true,sales
2025-02-21,SINV-02-00892 Riverfront Wholesale monthly supply,106964.89,18,GJ,KA,false,sales
2024-07-12,SINV-07-00893 Lotus Enterprises distribution lot,31945.81,18,TN,KA,false,sales
2024-09-11,SINV-09-00894 CityMed Distributors bulk order,125234.53,18,DL,KA,true,sales
2025-03-18,SINV-03-00895 Trinity Healthcare distribution lot,35519.93,12,TN,KA,true,professional_receipts
2025-01-12,SINV-01-00896 Nova Wellness monthly supply,133862.52,18,DL,KA,true,sales
2024-08-21,SINV-08-00897 Riverfront Wholesale monthly supply,106933.82,5,KA,KA,false,sales
2024-05-13,SINV-05-00898 Kite Logistics invoice settlement,108728.54,18,TS,KA,false,sales
2025-03-03,SINV-03-00899 CityMed Distributors project billing,105376.78,12,TS,KA,false,sales
2024-12-13,SINV-12-00900 DigiServe Solutions invoice settlement,104050.24,18,TN,KA,false,sales
2024-05-17,SINV-05-00901 Horizon Pharma distribution lot,114714.74,18,TS,KA,true,sales
2024-07-30,SINV-07-00902 Nova Wellness distribution lot,17454.88,12,DL,KA,true,sales
2025-01-27,SINV-01-00903 Bluecart Traders distribution lot,48401.36,18,TN,KA,false,sales
2025-03-16,SINV-03-00904 Horizon Pharma invoice settlement,110230.61,18,DL,KA,false,sales
2024-04-11,SINV-04-00905 Trinity Healthcare invoice settlement,93082.59,0,GJ,KA,false,sales
2024-10-14,SINV-10-00906 Jupiter Foods project billing,88325.56,18,MH,KA,false,sales
2024-11-13,SINV-11-00907 Metro Hypermart invoice settlement,120191.63,0,KA,KA,false,sales
2024-07-30,SINV-07-00908 Jupiter Foods distribution lot,111555.22,12,KA,KA,false,sales
2024-08-19,SINV-08-00909 CityMed Distributors invoice settlement,138898.61,18,TS,KA,true,sales
2024-11-03,SINV-11-00910 DigiServe Solutions project billing,103915.6,18,TS,KA,true,sales
2025-01-06,SINV-01-00911 Kite Logistics distribution lot,6903.57,18,TS,KA,true,sales
2024-06-09,SINV-06-00912 Acme Retail Pvt Ltd bulk order,93770.23,18,GJ,KA,true,sales
2025-02-27,SINV-02-00913 Evergreen Stores distribution lot,86504.79,18,TS,KA,false,sales
2024-06-08,SINV-06-00914 Indus Office Supplies monthly supply,78902.25,5,TN,KA,true,sales
2024-10-06,SINV-10-00915 Fresh Basket Mart monthly supply,48721.7,12,KA,KA,false,sales
2025-01-11,SINV-01-00916 Trinity Healthcare bulk order,113588.49,18,KA,KA,false,sales
